번호,의안명,제안자,제안일자,소관 위원회,위원회 회부일,위원회 의결일(상정일),위원회 처리결과,제안회기,본회의 의결일(상정일),본회의 처리결과,집행부 이송일,공포일자,공포번호,,,
518,벤처기업 창업지원센터 설치 및운영에 관한 조례 일부개정조례안,지역경제과,2007-03-23,기획행정,2007-04-04,2007-04-05,없음,제107회 임시회,2007-04-09,원안가결,2007-04-09,2007-04-24,제475호,,,
519,보건소 수가 조례 일부개정조례안,의약과,2007-03-23,복지건설,2007-04-04,2007-04-05,없음,제107회 임시회,2007-04-09,원안가결,2007-04-09,2007-04-24,제476호,,,
520,"음식물폐기물수집,운반 및 재활용촉진을 위한 조례 일부개정조례안",청소과,2007-03-26,복지건설,2007-04-04,2007-04-05,없음,제107회 임시회,2007-04-09,원안가결,2007-04-09,2007-04-24,제477호,,,
521,공동주택지원 조례 전부개정조례안,도시개발과,2007-03-26,복지건설,2007-04-04,2007-06-19,없음,제109회 정례회,2007-06-25,수정가결,2007-06-26,2007-07-03,제487호,,,
522,광진구의회 의원의 의정활동비 등지급에 관한 조례 일부개정조례안,윤호영,2007-03-26,의회운영,2007-04-04,2007-04-05,없음,제107회 임시회,2007-04-09,원안가결,2007-04-09,2007-04-24,제478호,,,
523,구정질문에 따른 출석요구의 건,없음,없음,없음,없음,없음,없음,제107회 임시회,2007-04-09,원안가결,없음,없음,없음,,,
524,서울특별시광진구의회 정례회의 등 운영에 관한 조례 일부개정조례안,김창현,2007-04-19,의회운영,2007-04-23,2007-04-25,없음,제108회 임시회,2007-04-27,원안가결,2007-04-30,2007-05-16,제479호,,,
525,서울특별시광진구의회 행정사무감사 및 조사에 관한 조례 일부개정조례안,김창현,2007-04-19,의회운영,2007-04-23,2007-04-25,없음,제108회 임시회,2007-04-27,원안가결,2007-04-30,2007-05-16,제480호,,,
526,구정질문에 따른 관계공무원 출석요구의 건,없음,없음,없음,없음,없음,없음,제108회 임시회,2007-04-25,원안가결,없음,없음,없음,,,
527,서울특별시광진구의회 위원회 조례 일부개정조례안,윤호영,2007-04-26,의회운영,2007-04-26,2007-04-27,없음,제108회 임시회,2007-04-27,원안가결,2007-04-30,2007-05-16,제481호,,,
528,중곡역지구 제1종지구단위계획 변경에 관한 청원,곽근수,2007-04-19,복지건설,2007-06-13,2007-06-19,없음,제109회 정례회,2007-06-25,의견채택,2007-06-26,없음,없음,,,
529,중곡역지구 제1종지구단위계획 변경에 관한 청원,박채문,2007-05-18,복지건설,2007-06-13,2007-06-19,없음,제109회 정례회,2007-06-25,의견채택,2007-06-26,없음,없음,,,
530,서울특별시광진구 무료법률상담실설치 및 운영 조례안,기획공보과,2007-05-18,기획행정,2007-06-13,2007-06-19,없음,제109회 정례회,2007-06-25,수정가결,2007-06-26,2007-07-03,제485호,,,
531,서울특별시광진구세 조례 일부개정조례안,세무1과,2007-05-18,기획행정,2007-06-13,2007-06-19,없음,제109회 정례회,2007-06-25,원안가결,2007-06-26,2007-06-29,제483호,,,
532,서울특별시광진구 자원봉사활동지원 조례 전부개정조례안,주민생활지원과,2007-05-18,복지건설,2007-06-13,2007-06-19,없음,제109회 정례회,2007-06-25,수정가결,2007-06-26,2007-07-03,제486호,,,
533,서울특별시광진구 도로점용 허가 및 점용료 등 징수 조례 일부개정조례안,건설관리과,2007-05-18,복지건설,2007-06-13,2007-06-19,없음,제109회 정례회,2007-06-25,원안가결,2007-06-26,2007-06-29,제484호,,,
534,서울특별시광진구 지방공무원 정원조례 일부개정조례안,총무과,2007-06-04,기획행정,2007-06-13,2007-06-19,없음,제109회 정례회,2007-06-25,원안가결,2007-06-26,2007-06-29,제482호,,,
535,"2006회계년도 일반,특별회계 결산승인안",재무과,2007-06-05,예산결산,2007-06-13,2007-06-19,없음,제109회 정례회,2007-06-25,원안가결,2007-06-26,없음,없음,,,
536,"2006회계년도 일반,특별회계 예비비 사용 승의의 건",기획공보과,2007-06-05,예산결산,2007-06-13,2007-06-21,없음,제109회 정례회,2007-06-25,원안가결,2007-06-26,없음,없음,,,
537,광진구청장 및 관계공무원 출석요구안,없음,없음,없음,없음,없음,없음,제109회 정례회,2007-06-15,원안가결,없음,없음,없음,,,
538,서울특별시광진구의회 결산검사위원 선임 및 운영에 관한 조례 일부개정조례안,윤호영,2007-06-14,의회운영,2007-06-22,2007-06-19,없음,제109회 정례회,2007-06-25,원안가결,2007-06-26,2007-07-06,제488호,,,
539,광진구청장 및 관계공무원 출석요구안,없음,없음,없음,없음,없음,없음,제109회 정례회,2007-06-25,원안가결,없음,없음,없음,,,
540,서울특별시광진구 수수료 징수 조례 일부개정조례안,문화체육과,2007-07-06,복지건설,2007-07-18,2007-07-23,없음,제110회 임시회,2007-07-27,원안가결,2007-07-30,2007-08-06,제489호,,,
541,광진구 도시계획시설(철도:환기구)변경결정(안)에 관한 의견청취의 건,도시개발과,2007-07-06,복지건설,2007-07-18,2007-07-23,없음,제110회 임시회,2007-07-27,찬성의견,2007-07-30,없음,없음,,,
542,2007년 서울특별시광진구 구유재산관리계획변경(안),주차관리과,2007-07-06,없음,없음,없음,없음,없음,없음,상정안함,없음,없음,없음,,,
543,2007년도 제1회 일반·특별회계 세입·세출 추가경정예산안,기획공보과,2007-07-18,예산결산,2007-07-18,2007-07-27,없음,제110회 임시회,2007-07-27,수정가결,2007-07-30,없음,없음,,,
544,2007년도 제1차~제14차 일반·특별회계 간주처리내역 보고,기획공보과,2007-07-18,없음,없음,없음,없음,제110회 임시회,2007-07-20,보고,없음,없음,없음,,,
545,광진구청장 및 관계공무원 출석요구안,김수범,2007-07-18,없음,없음,없음,없음,제110회 임시회,2007-07-20,원안가결,없음,없음,없음,,,
546,서울특별시광진구 지방공무원 복무조례 일부개정조례안,총무과,2007-10-17,기획행정,2007-10-26,2007-10-31,없음,제111회 임시회,2007-11-12,수정가결,2007-11-12,2007-11-30,제490호,,,
547,서울특별시광진구 도로명주소 등표기에 관한 조례안,자치행정과,2007-10-17,기획행정,2007-10-26,2007-10-31,없음,제111회 임시회,2007-11-12,수정가결,2007-11-12,2007-11-30,제491호,,,
548,서울특별시광진구 기금관리 조례 일부개정조례안,기획공보과,2007-10-17,기획행정,2007-10-26,없음,없음,제111회 임시회,없음,철회,없음,없음,없음,,,
549,2008년도 광진구구유재산관리계획안,재무과,2007-10-17,기획행정,2007-10-26,2007-11-02,없음,제111회 임시회,2007-11-12,수정동의,2007-11-12,없음,없음,,,
550,서울특별시광진구 주차장 설치 및 관리 조례 일부개정조례안,주차관리과,2007-10-17,복지건설,2007-10-26,2007-11-05,없음,제111회 임시회,2007-11-12,원안가결,2007-11-12,2007-11-30,제492호,,,
551,광진구 도시계획시설(안:공원) 결정에 관한 의견청취의 건,도시개발과,2007-10-17,복지건설,2007-10-26,2007-11-07,없음,제111회 임시회,2007-11-12,원안찬성,2007-11-12,없음,없음,,,
552,광진구 구의1주택재건축정비구역지정(안)에 관한 의견 청취의 건,도시개발과,2007-10-17,복지건설,2007-10-26,2007-11-07,없음,제111회 임시회,2007-11-12,원안찬성,2007-11-12,없음,없음,,,
553,행정사무감사 특별위원회 구성의 건,김수범,없음,없음,없음,없음,없음,제111회 임시회,없음,없음,없음,없음,없음,,,
554,서울특별시광진구의회 의원 상해 등 보상금 지급에 관한 조례 일부개정조례안,김수범,2007-11-19,의회운영,2008-02-22,2008-02-28,없음,제114회 임시회,2008-02-29,원안가결,2008-03-03,2008-03-19,제506호,,,
555,서울특별시광진구의회 의원 의정활동비 등 지급에 관한 조례 일부개정조례안,추윤구,2007-11-08,의회운영,2007-11-08,2007-11-09,없음,제111회 임시회,2007-11-12,원안찬성,2007-11-12,2007.12.03(제493호),제493호,,,
556,서울특별시광진구 차상위계층 국민건강보험료 지원에 관한 조례안,문종철,2007-11-08,복지건설,2007-11-16,2007-11-20,없음,제112회 임시회,2007-11-20,원안가결,2007-11-20,2007-12-13,제494호,,,
557,서울특별시광진구 구민회관 설치 및 운영에 관한 조례 폐지조례안,박삼례,2007-11-12,기획행정,2007-11-27,2007-11-27,없음,제113회 정례회,2007-12-26,원안가결,2007-12-27,2008-01-14,제499호,,,
558,서울특별시광진구의회 공인조례 일부개정조례안,김수범,2007-11-12,의회운영,2007-11-27,2007-11-27,없음,제113회 정례회,2007-12-26,원안가결,2007-12-27,2008-01-14,제502호,,,
559,서울특별시광진구의회에 출석하여 답변할수 있는 관계공무원 등의 범위에 관한 조례 일부개정조례안,양윤환,2007-11-12,의회운영,2007-11-27,2007-11-27,없음,제113회 정례회,2007-12-26,원안가결,2007-12-27,2008-01-14,제501호,,,
560,서울특별시광진구청 위치에 관한 조례 일부개정조례안,문종철,2007-11-19,기획행정,2007-11-27,2007-11-27,없음,제113회 정례회,2007-12-26,원안가결,2007-12-27,2008-01-14,제498호,,,
561,서울특별시광진구 행정기구 설치 조례 일부개정조례안,총무과,2007-11-26,기획행정,2007-11-27,2007-11-27,없음,제113회 정례회,2007-12-26,원안가결,2007-12-27,2007-12-31,제495호,,,
562,서울특별시광진구 지방공무원 정원 조례 일부개정조례안,총무과,2007-11-26,기획행정,2007-11-27,2007-11-27,없음,제113회 정례회,2007-12-26,원안가결,2007-12-27,2007-12-31,제496호,,,
563,서울특별시광진구 지방별정직공무원의 임용 등에 관한 조례 일부개정조례안,총무과,2007-11-26,기획행정,2007-11-27,2007-11-27,없음,제113회 정례회,2007-12-26,원안가결,2007-12-27,2007-12-31,제497호,,,
564,서울특별시광진구 재래시장 및 상점가 육성을 위한 관리 조례안,지역경제과,2007-11-26,기획행정,2007-11-27,2007-11-27,없음,제113회 정례회,2007-12-26,수정가결,2007-12-27,2008-01-14,제503호,,,
565,,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
566,2008년도 제2차 구유재산관리계획안,재무과,2007-11-20,기획행정,2007-11-27,2007-11-27,없음,제113회 정례회,2007-12-26,원안가결,2007-12-27,없음,없음,,,
567,광진구 법정동 명칭 변경에 따른 의견제시의 건,자치행정과,2007-11-21,기획행정,2007-11-27,2007-11-27,없음,제113회 정례회,2007-12-26,찬성의견,2007-12-27,없음,없음,,,
568,"2008년도 일반,특별회계 세입,세출 예산안",기획공보과,2007-11-22,예산결산,2007-11-27,2007-12-10,없음,제113회 정례회,2007-12-26,수정가결,2007-12-27,없음,없음,,,
569,2008년도 중기지방재정계획 보고,기획공보과,2007-11-21,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
570,2008회계년도 기금운용계획안,기획공보과,2007-11-21,예산결산,2007-11-27,2007-12-10,없음,제113회 정례회,2007-12-26,수정가결,2007-12-27,없음,없음,,,
571,광진구청장 및 관계공무원 출석 요구의 건,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
572,서울특별시광진구 국제화추진협의회 조례 폐지조례안,양윤환,2007-11-19,기획행정,2007-11-27,2007-11-27,없음,제113회 정례회,2007-12-26,원안가결,2007-12-27,2008-01-14,제500호,,,
573,서울특별시광진구 어린이공원 및 어린이놀이터의 관리 등에 관한 조례,윤호영,2007-12-17,복지건설,2008-02-22,2008-02-28,없음,제114회 임시회,2008-02-29,수정가결,2008-03-03,2008-03-19,제517호,,,
574,2007행정사무감사 계획서 채택의건,행정사무감사특별위원회,없음,없음,없음,2007-10-30,없음,제113회 정례회,2007-11-12,없음,없음,없음,없음,,,
575,2007행정사무감사 보고서 채택의건,행정사무감사특별위원회,없음,없음,없음,2007-12-24,없음,제113회 정례회,2007-12-26,없음,없음,없음,없음,,,
576,서울특별시광진구 출산양육지원금 지원에 관한 조례 제정안,박채문,2008-01-08,복지건설,2008-02-22,2008-02-28,없음,제114회 임시회,2008-02-29,수정가결,2008-03-03,2008-03-19,제515호,,,
577,서울특별시광진구의회 정례회의 등 운영에 관한 조례 일부개정조례안,곽근수 ,2008-01-17,의회운영,2008-02-22,2008-02-28,없음,제114회 임시회,2008-02-29,원안가결,2008-03-03,2008-03-19,제507호,,,
578,서울특별시광진구의회 행정사무감사 및 조사에 관한 조례 일부개정조례안,박삼례,2008-01-17,의회운영,2008-02-22,2008-02-28,없음,제114회 임시회,2008-02-29,원안가결,2008-03-03,2008-03-19,제508호,,,
579,서울특별시광진구 주민자치센터 설치 및 운영 조례 일부개정조례안,추윤구,2008-01-24,기획행정,2008-02-22,2008-02-27,없음,없음,없음,폐기,2008-03-03,없음,없음,,,
580,서울특별시광진구 주민자치센터 설치 및 운영 조례 일부개정조례안,자치행정과,2008-01-30,기획행정,2008-02-22,2008-02-27,없음,없음,없음,폐기,2008-03-03,없음,없음,,,
581,서울특별시광진구 구유재산 및 물품관리 조례 일부개정조례안,재무과,2008-01-30,기획행정,2008-02-22,2008-02-27,없음,제114회 임시회,2008-02-29,수정가결,2008-03-03,2008-03-19,제511호,,,
582,서울특별시광진구세 감면 조례 일부개정조례안,세무1과,2008-01-30,기획행정,2008-02-22,2008-02-27,없음,제114회 임시회,2008-02-29,원안가결,2008-03-03,2008-03-19,제512호,,,
583,서울특별시광진구 수수료 징수 조례 일부개정조례안,세무1과,2008-01-30,기획행정,2008-02-22,2008-02-27,없음,제114회 임시회,2008-02-29,수정가결,2008-03-03,2008-03-19,제513호,,,
584,서울특별시광진구 사전재해영향성 검토위원회 구성 및 운영에 관한 조례안,재난관리과,2008-02-12,기획행정,2008-02-22,2008-02-27,없음,제114회 임시회,2008-02-29,원안가결,2008-03-03,2008-03-19,제505호,,,
585,서울특별시광진구 가축사육제한에 관한 조례 일부개정조례안,지역경제과,2008-02-12,기획행정,2008-02-22,2008-02-27,없음,제114회 임시회,2008-02-29,원안가결,2008-03-03,2008-03-19,제508호,,,
586,서울특별시광진구 물가대책위원회 설치 및 운영에 관한 조례 일부개정조례안,지역경제과,2008-02-12,기획행정,2008-02-22,2008-02-27,없음,제114회 임시회,2008-02-29,원안가결,2008-03-03,2008-03-19,제510호,,,
