업체명,법인기업여부,최종업종코드,최종업종명,보증취급일자,취급종류,자금용도,보증상대처,보증금액범위
우****,여,G46441,의약품 도매업,2020-04-14,대출보증,운전자금,신한은행,1억이상 3억미만
성****,여,G46315,"신선, 냉동 및 기타 수산물 도매업",2020-06-09,대출보증,운전자금,신한은행,1억이상 3억미만
아****,여,C10799,그 외 기타 식료품 제조업,2020-04-17,대출보증,운전자금,신한은행,1억이상 3억미만
나****,여,G46522,통신ㆍ방송장비 및 부품 도매업,2020-09-18,대출보증,운전자금,신한은행,5억이상
지****,여,G46800,상품 종합 도매업,2020-03-23,대출보증,운전자금,기업은행,1억이상 3억미만
삼****,여,C10219,기타 수산동물 가공 및 저장 처리업,2020-04-13,대출보증,운전자금,기업은행,1억미만
지****,여,G46721,1차 금속제품 도매업,2020-09-22,대출보증,운전자금,기업은행,3억이상 5억미만
지****,여,G46721,1차 금속제품 도매업,2020-01-17,대출보증,운전자금,기업은행,3억이상 5억미만
대****,부,C25122,금속탱크 및 저장용기 제조업,2020-03-13,대출보증,운전자금,기업은행,1억이상 3억미만
라****,부,C27213,"물질 검사, 측정 및 분석기구 제조업",2020-06-09,대출보증,운전자금,신한은행,1억미만
드****,여,G47911,전자상거래 소매 중개업,2020-08-21,대출보증,운전자금,신한은행,1억이상 3억미만
드****,여,I56123,서양식 음식점업,2020-03-27,대출보증,운전자금,기업은행,1억이상 3억미만
그****,여,G46329,기타 가공식품 도매업,2020-04-03,대출보증,운전자금,기업은행,1억미만
더****,부,F42412,"도배, 실내장식 및 내장 목공사업",2020-03-06,대출보증,운전자금,기업은행,1억미만
비****,여,G46799,그 외 기타 상품 전문 도매업,2020-04-29,대출보증,운전자금,기업은행,1억이상 3억미만
늘****,여,M71310,광고 대행업,2020-06-26,대출보증,운전자금,기업은행,1억이상 3억미만
유****,여,C17909,그 외 기타 종이 및 판지 제품 제조업,2020-05-26,대출보증,운전자금,대구은행,1억이상 3억미만
비****,여,G46321,육류 가공식품 도매업,2020-03-30,대출보증,운전자금,신한은행,1억이상 3억미만
동****,여,C30392,자동차용 신품 제동장치 제조업,2020-03-30,대출보증,운전자금,기업은행,1억이상 3억미만
홍****,부,G46313,육류 도매업,2020-09-03,대출보증,운전자금,기업은행,1억이상 3억미만
인****,부,C30320,자동차 차체용 신품 부품 제조업,2020-06-01,대출보증,운전자금,기업은행,1억이상 3억미만
이****,여,G45120,중고 자동차 판매업,2020-05-12,대출보증,운전자금,기업은행,1억미만
솔****,여,R90199,그 외 기타 창작 및 예술관련 서비스업,2020-05-11,대출보증,운전자금,신한은행,1억미만
천****,여,N76310,건설 및 토목공사용 기계ㆍ장비 임대업,2020-05-15,대출보증,운전자금,기업은행,1억이상 3억미만
푸****,여,G46329,기타 가공식품 도매업,2020-04-29,대출보증,운전자금,신한은행,3억이상 5억미만
시****,여,G46329,기타 가공식품 도매업,2020-03-06,대출보증,운전자금,기업은행,1억이상 3억미만
대****,여,F42138,"지붕, 내ㆍ외벽 축조 관련 전문 공사업",2020-12-04,대출보증,운전자금,기업은행,1억이상 3억미만
대****,여,C29241,건설 및 채광용 기계장비 제조업,2020-03-27,대출보증,운전자금,기업은행,1억이상 3억미만
소****,부,Q86105,요양 병원,2020-04-08,대출보증,운전자금,기업은행,1억이상 3억미만
피****,여,F42412,"도배, 실내장식 및 내장 목공사업",2020-04-09,대출보증,운전자금,기업은행,1억미만
피****,여,F42412,"도배, 실내장식 및 내장 목공사업",2020-11-04,대출보증,운전자금,기업은행,1억미만
성****,여,G46721,1차 금속제품 도매업,2020-05-04,대출보증,운전자금,기업은행,1억이상 3억미만
한****,여,C29294,주형 및 금형 제조업,2020-10-26,대출보증,운전자금,기업은행,1억이상 3억미만
오****,여,G45219,기타 자동차 신품 부품 및 내장품 판매업,2020-05-11,대출보증,운전자금,기업은행,1억이상 3억미만
위****,여,C26299,그 외 기타 전자부품 제조업,2020-09-17,대출보증,운전자금,기업은행,5억이상
미****,여,G46596,전지 및 케이블 도매업,2020-11-30,대출보증,운전자금,기업은행,1억이상 3억미만
태****,여,C13999,그 외 기타 분류 안된 섬유제품 제조업,2020-11-13,대출보증,운전자금,기업은행,1억미만
빅****,부,C29199,그 외 기타 일반목적용 기계 제조업,2020-03-17,대출보증,운전자금,기업은행,1억미만
에****,여,H52992,"화물운송 중개, 대리 및 관련 서비스업",2020-10-08,대출보증,운전자금,기업은행,1억이상 3억미만
더****,여,G46441,의약품 도매업,2020-04-29,대출보증,운전자금,기업은행,1억미만
한****,여,G46721,1차 금속제품 도매업,2020-07-02,대출보증,운전자금,기업은행,3억이상 5억미만
글****,여,G47912,전자상거래 소매업,2020-09-03,대출보증,운전자금,신한은행,1억이상 3억미만
디****,여,R90191,공연 기획업,2020-04-29,대출보증,운전자금,기업은행,1억이상 3억미만
바****,여,G47912,전자상거래 소매업,2020-08-11,대출보증,운전자금,신한은행,1억이상 3억미만
에****,여,C27199,그 외 기타 의료용 기기 제조업,2020-03-24,대출보증,운전자금,기업은행,1억이상 3억미만
우****,여,G46441,의약품 도매업,2020-03-24,대출보증,운전자금,기업은행,1억이상 3억미만
디****,여,C14192,"근무복, 작업복 및 유사의복 제조업",2020-03-31,대출보증,운전자금,신한은행,1억이상 3억미만
평****,여,G47121,슈퍼마켓,2020-09-03,대출보증,운전자금,기업은행,1억이상 3억미만
이****,여,G45212,자동차용 전용 신품 부품 판매업,2020-10-19,대출보증,운전자금,기업은행,1억이상 3억미만
메****,여,C21300,의료용품 및 기타 의약 관련제품 제조업,2020-03-13,대출보증,운전자금,기업은행,1억이상 3억미만
더****,여,G46699,그 외 기타 건축자재 도매업,2020-04-23,대출보증,운전자금,기업은행,1억이상 3억미만
늘****,여,C10129,육류 기타 가공 및 저장처리업 (가금류 제외),2020-04-03,대출보증,운전자금,기업은행,1억이상 3억미만
진****,여,G46326,조미료 도매업,2020-04-20,대출보증,운전자금,기업은행,1억이상 3억미만
형****,여,G45219,기타 자동차 신품 부품 및 내장품 판매업,2020-11-27,대출보증,운전자금,신한은행,1억이상 3억미만
디****,여,G46521,가전제품 및 부품 도매업,2020-08-27,대출보증,운전자금,신한은행,1억이상 3억미만
카****,여,C20499,그 외 기타 분류 안된 화학제품 제조업,2020-03-27,대출보증,운전자금,기업은행,1억이상 3억미만
아****,여,C33932,전시용 모형 제조업,2020-05-14,대출보증,운전자금,기업은행,1억이상 3억미만
강****,여,F42311,일반전기 공사업,2020-10-21,대출보증,운전자금,신한은행,3억이상 5억미만
대****,여,G46621,배관 및 냉ㆍ난방장치 도매업,2020-05-29,대출보증,운전자금,기업은행,1억이상 3억미만
성****,부,G46521,가전제품 및 부품 도매업,2020-07-28,대출보증,운전자금,신한은행,1억미만
디****,여,M71393,"광고물 문안, 도안, 설계 등 작성업",2020-05-15,대출보증,운전자금,기업은행,1억이상 3억미만
서****,부,G47711,운송장비용 주유소 운영업,2020-11-03,대출보증,운전자금,기업은행,1억이상 3억미만
예****,여,G46522,통신ㆍ방송장비 및 부품 도매업,2020-10-12,대출보증,운전자금,신한은행,1억미만
티****,여,I56130,기관 구내식당업,2020-04-10,대출보증,운전자금,기업은행,1억이상 3억미만
네****,여,C25924,절삭가공 및 유사처리업,2020-11-10,대출보증,운전자금,기업은행,1억이상 3억미만
삼****,여,C25112,구조용 금속 판제품 및 공작물 제조업,2020-05-12,대출보증,운전자금,신한은행,1억이상 3억미만
코****,여,G47129,기타 음ㆍ식료품 위주 종합 소매업,2020-04-24,대출보증,운전자금,기업은행,1억이상 3억미만
세****,부,G46599,그 외 기타 기계 및 장비 도매업,2020-12-22,대출보증,운전자금,기업은행,1억미만
오****,부,G47711,운송장비용 주유소 운영업,2020-03-02,대출보증,운전자금,기업은행,1억이상 3억미만
중****,여,G46721,1차 금속제품 도매업,2020-11-06,대출보증,운전자금,기업은행,1억이상 3억미만
엘****,여,G46441,의약품 도매업,2020-04-07,대출보증,운전자금,기업은행,1억이상 3억미만
브****,여,G46522,통신ㆍ방송장비 및 부품 도매업,2020-08-27,대출보증,운전자금,기업은행,5억이상
영****,여,F42311,일반전기 공사업,2020-04-23,대출보증,운전자금,신한은행,1억미만
훅****,여,C14191,셔츠 및 블라우스 제조업,2020-07-24,대출보증,운전자금,신한은행,3억이상 5억미만
국****,부,G46322,수산물 가공식품 도매업,2020-09-17,대출보증,운전자금,기업은행,1억이상 3억미만
진****,여,C23919,기타 석제품 제조업,2020-03-06,대출보증,운전자금,기업은행,1억이상 3억미만
프****,여,G46595,전기용 기계ㆍ장비 및 관련 기자재 도매업,2020-06-18,대출보증,운전자금,기업은행,1억이상 3억미만
다****,여,C28410,전구 및 램프 제조업,2020-09-21,대출보증,운전자금,신한은행,1억이상 3억미만
현****,여,G46733,플라스틱물질 및 합성고무 도매업,2020-04-08,대출보증,운전자금,기업은행,1억미만
와****,여,G46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",2020-10-07,대출보증,운전자금,기업은행,1억이상 3억미만
제****,부,C25119,기타 구조용 금속제품 제조업,2020-08-11,대출보증,운전자금,기업은행,1억이상 3억미만
씨****,여,G46712,액체연료 및 관련제품 도매업,2020-08-31,대출보증,운전자금,신한은행,5억이상
야****,여,G46441,의약품 도매업,2020-04-22,대출보증,운전자금,기업은행,1억이상 3억미만
평****,여,C10129,육류 기타 가공 및 저장처리업 (가금류 제외),2020-05-08,대출보증,운전자금,신한은행,1억미만
일****,여,C25924,절삭가공 및 유사처리업,2020-09-28,대출보증,운전자금,대구은행,1억이상 3억미만
신****,여,M70129,기타 공학 연구개발업,2020-03-26,대출보증,운전자금,기업은행,1억이상 3억미만
후****,여,C27191,치과용 기기 제조업,2020-05-06,대출보증,운전자금,기업은행,1억미만
한****,여,G47520,가구 소매업,2020-09-23,대출보증,운전자금,기업은행,1억이상 3억미만
제****,여,C30399,그 외 자동차용 신품 부품 제조업,2020-11-02,대출보증,운전자금,기업은행,1억미만
태****,여,G46106,기계 및 장비 중개업,2020-06-08,대출보증,운전자금,기업은행,1억미만
농****,여,G47121,슈퍼마켓,2020-09-28,대출보증,운전자금,신한은행,5억이상
농****,여,C10799,그 외 기타 식료품 제조업,2020-04-28,대출보증,운전자금,기업은행,1억이상 3억미만
파****,여,G47912,전자상거래 소매업,2020-07-01,대출보증,운전자금,신한은행,1억이상 3억미만
바****,여,G46522,통신ㆍ방송장비 및 부품 도매업,2020-09-14,대출보증,운전자금,기업은행,3억이상 5억미만
올****,부,Q86102,일반 병원,2020-11-11,대출보증,운전자금,신한은행,3억이상 5억미만
위****,여,G46522,통신ㆍ방송장비 및 부품 도매업,2020-04-27,대출보증,운전자금,신한은행,5억이상
제****,여,G46493,"안경, 사진장비 및 광학용품 도매업",2020-04-24,대출보증,운전자금,신한은행,1억미만
힐****,여,G46441,의약품 도매업,2020-09-08,대출보증,운전자금,기업은행,3억이상 5억미만
태****,여,G46733,플라스틱물질 및 합성고무 도매업,2020-05-06,대출보증,운전자금,기업은행,1억이상 3억미만
피****,여,C28123,배전반 및 전기 자동제어반 제조업,2020-06-08,대출보증,운전자금,기업은행,1억이상 3억미만
오****,여,M73203,시각 디자인업,2020-05-28,대출보증,운전자금,신한은행,1억이상 3억미만
오****,여,M73203,시각 디자인업,2020-06-18,대출보증,운전자금,신한은행,1억이상 3억미만
지****,여,J62022,컴퓨터시설 관리업,2020-05-26,대출보증,운전자금,기업은행,1억이상 3억미만
케****,여,G46443,화장품 및 화장용품 도매업,2020-07-01,대출보증,운전자금,신한은행,1억이상 3억미만
시****,여,J61210,유선 통신업,2020-05-29,대출보증,운전자금,기업은행,1억이상 3억미만
수****,부,C10129,육류 기타 가공 및 저장처리업 (가금류 제외),2020-03-04,대출보증,운전자금,기업은행,1억미만
대****,여,G46595,전기용 기계ㆍ장비 및 관련 기자재 도매업,2020-07-01,대출보증,운전자금,신한은행,1억이상 3억미만
구****,여,G46521,가전제품 및 부품 도매업,2020-06-09,대출보증,운전자금,기업은행,1억이상 3억미만
