일련번호,용도,업종,규모,신용평가기관,등급,발행일,표면금리
422,차환,도매 및 소매업,소기업,신보,K7,2016-04-28,4.11
423,차환,건설업,소기업,신보,K7,2016-04-28,4.11
424,차환,건설업,소기업,신보,K7,2016-04-28,4.11
425,차환,도매 및 소매업,중기업,신보,K7,2016-04-28,4.11
426,차환,도매 및 소매업,중기업,신보,K7,2016-04-28,4.11
427,차환,도매 및 소매업,중기업,신보,K7,2016-04-28,4.11
428,차환,제조업,소기업,신보,K7,2016-04-28,4.11
429,차환,도매 및 소매업,소기업,신보,K7,2016-04-28,4.11
430,차환,제조업,중기업,신보,K8,2016-04-28,4.21
431,차환,육상 운송 및 파이프라인 운송업,소기업,신보,K8,2016-04-28,4.21
432,차환,제조업,소기업,신보,K8,2016-04-28,4.31
433,차환,제조업,중기업,신보,K8,2016-04-28,4.31
434,차환,건설업,중기업,신보,K8,2016-04-28,4.31
435,차환,건설업,중견기업,신평사,BB+,2016-04-28,4.31
436,차환,제조업,중기업,신보,K8,2016-04-28,4.31
437,차환,도매 및 소매업,소기업,신보,K8,2016-04-28,4.31
438,차환,도매 및 소매업,중기업,신보,K8,2016-04-28,4.31
439,차환,제조업,중기업,신보,K8,2016-04-28,4.31
440,차환,도매 및 소매업,중기업,신보,K8,2016-04-28,4.31
441,차환,제조업,소기업,신보,K8,2016-04-28,4.31
442,차환,도매 및 소매업,중기업,신보,K8,2016-04-28,4.31
443,차환,육상 운송 및 파이프라인 운송업,중견기업,신평사,BB+,2016-04-28,4.41
444,차환,건설업,중견기업,신평사,BB+,2016-04-28,4.41
445,차환,제조업,중기업,신평사,B+,2016-04-28,4.41
446,차환,도매 및 소매업,중기업,신보,K8,2016-04-28,4.41
447,차환,제조업,소기업,신보,K9,2016-04-28,4.41
448,차환,도매 및 소매업,중기업,신보,K8,2016-04-28,4.41
449,차환,도매 및 소매업,소기업,신보,K8,2016-04-28,4.41
450,차환,건설업,소기업,신보,K9,2016-04-28,4.41
451,차환,건설업,중견기업,신평사,BB,2016-04-28,4.51
452,차환,건설업,소기업,신보,K9,2016-04-28,4.51
453,차환,제조업,중견기업,신평사,BB,2016-04-28,4.61
454,차환,제조업,소기업,신보,K10,2016-04-28,4.61
455,차환,도매 및 소매업,중기업,신보,K10,2016-04-28,4.61
456,차환,도매 및 소매업,소기업,신보,K10,2016-04-28,4.61
457,차환,도매 및 소매업,중기업,신보,K10,2016-04-28,4.61
458,차환,건설업,소기업,신보,K10,2016-04-28,4.61
459,차환,도매 및 소매업,소기업,신보,K10,2016-04-28,4.71
460,차환,제조업,소기업,신보,K10,2016-04-28,4.71
461,차환,육상 운송 및 파이프라인 운송업,소기업,신보,K10,2016-04-28,4.71
462,차환,도매 및 소매업,중기업,신보,K10,2016-04-28,4.71
463,차환,도매 및 소매업,중기업,신보,K11,2016-04-28,4.81
464,차환,도매 및 소매업,소기업,신보,K11,2016-04-28,4.91
465,차환,건설업,소기업,신보,K11,2016-04-28,4.91
466,차환,제조업,중기업,신보,K11,2016-04-28,4.91
467,차환,도매 및 소매업,중기업,신보,K12,2016-04-28,4.91
468,차환,도매 및 소매업,소기업,신보,K11,2016-04-28,4.91
469,차환,도매 및 소매업,중기업,신보,K13,2016-04-28,5.01
470,차환,제조업,중기업,신보,K15,2016-04-28,5.01
471,차환,도매 및 소매업,중기업,신보,K14,2016-04-28,5.01
472,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K14,2016-04-28,5.01
473,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K12,2016-04-28,5.01
474,차환,도매 및 소매업,중기업,신보,K14,2016-04-28,5.11
475,차환,건설업,소기업,신보,K15,2016-04-28,5.11
476,차환,건설업,소기업,신보,K12,2016-04-28,5.11
477,차환,제조업,소기업,신보,K13,2016-04-28,5.11
478,차환,건설업,소기업,신보,K12,2016-04-28,5.11
479,차환,제조업,중기업,신보,K12,2016-04-28,5.11
480,차환,건설업,중기업,신보,K12,2016-04-28,5.11
481,차환,제조업,소기업,신보,K11,2016-04-28,5.11
482,차환,도매 및 소매업,소기업,신보,K11,2016-04-28,5.11
483,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K15,2016-04-28,5.11
484,차환,제조업,중기업,신보,K15,2016-04-28,5.11
485,차환,건설업,소기업,신보,K11,2016-04-28,5.11
486,차환,제조업,소기업,신보,K12,2016-04-28,5.11
487,차환,도매 및 소매업,소기업,신보,K11,2016-04-28,5.11
488,차환,제조업,소기업,신보,K13,2016-04-28,5.11
489,차환,도매 및 소매업,중기업,신보,K14,2016-04-28,5.31
490,차환,제조업,소기업,신보,K13,2016-04-28,5.31
491,차환,제조업,중기업,신보,K15,2016-04-28,5.31
492,차환,제조업,소기업,신보,K15,2016-04-28,5.31
493,신규,도매 및 소매업,중기업,신보,K1,2016-05-26,2.35
494,신규,도매 및 소매업,중기업,신보,K1,2016-05-26,2.35
495,신규,제조업,중기업,신보,K1,2016-05-26,2.45
496,신규,제조업,소기업,신보,K3,2016-05-26,2.55
497,신규,제조업,중기업,신보,K2,2016-05-26,2.55
498,신규,제조업,중기업,신보,K2,2016-05-26,2.55
499,신규,제조업,소기업,신보,K2,2016-05-26,2.65
500,신규,제조업,소기업,신보,K2,2016-05-26,2.65
501,신규,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K2,2016-05-26,2.65
502,신규,제조업,소기업,신보,K2,2016-05-26,2.65
503,신규,제조업,중기업,신보,K2,2016-05-26,2.65
504,신규,제조업,중기업,신보,K2,2016-05-26,2.65
505,신규,도매 및 소매업,중기업,신보,K2,2016-05-26,2.65
506,신규,제조업,소기업,신보,K2,2016-05-26,2.65
507,신규,도매 및 소매업,중기업,신보,K3,2016-05-26,2.75
508,신규,부동산업,소기업,신보,K3,2016-05-26,2.75
509,신규,도매 및 소매업,중기업,신보,K4,2016-05-26,2.75
510,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K1,2016-05-26,2.83
511,신규,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K2,2016-05-26,2.85
512,신규,도매 및 소매업,중기업,신보,K2,2016-05-26,2.85
513,신규,제조업,소기업,신보,K3,2016-05-26,2.85
514,신규,제조업,소기업,신보,K3,2016-05-26,2.85
515,신규,제조업,소기업,신보,K3,2016-05-26,2.85
516,신규,제조업,소기업,신보,K3,2016-05-26,2.85
517,차환,제조업,중기업,신보,K2,2016-05-26,2.93
518,신규,제조업,소기업,신보,K4,2016-05-26,2.95
519,신규,제조업,중기업,신보,K4,2016-05-26,2.95
520,신규,제조업,중기업,신보,K4,2016-05-26,2.95
521,신규,도매 및 소매업,소기업,신보,K4,2016-05-26,2.95
522,신규,제조업,중기업,신보,K4,2016-05-26,2.95
523,신규,제조업,중기업,신보,K5,2016-05-26,2.95
524,신규,도매 및 소매업,중기업,신보,K4,2016-05-26,2.95
525,신규,제조업,중기업,신보,K4,2016-05-26,2.95
526,차환,제조업,소기업,신보,K2,2016-05-26,3.03
527,차환,도매 및 소매업,중기업,신보,K2,2016-05-26,3.03
528,신규,제조업,중기업,신보,K4,2016-05-26,3.05
529,신규,육상 운송 및 파이프라인 운송업,중기업,신보,K4,2016-05-26,3.05
530,신규,제조업,소기업,신보,K3,2016-05-26,3.05
531,신규,제조업,소기업,신보,K4,2016-05-26,3.05
532,신규,도매 및 소매업,중기업,신보,K4,2016-05-26,3.05
533,신규,제조업,중기업,신보,K4,2016-05-26,3.05
534,신규,보건업,중기업,신보,K4,2016-05-26,3.05
535,신규,제조업,중기업,신보,K4,2016-05-26,3.05
536,신규,육상 운송 및 파이프라인 운송업,중기업,신보,K3,2016-05-26,3.05
537,신규,제조업,소기업,신보,K4,2016-05-26,3.05
538,신규,도매 및 소매업,중기업,신보,K3,2016-05-26,3.05
539,차환,제조업,소기업,신보,K2,2016-05-26,3.13
540,신규,도매 및 소매업,중기업,신보,K5,2016-05-26,3.15
541,신규,도매 및 소매업,소기업,신보,K5,2016-05-26,3.15
542,신규,제조업,중기업,신보,K5,2016-05-26,3.15
543,신규,도매 및 소매업,소기업,신보,K5,2016-05-26,3.15
544,신규,제조업,중기업,신보,K6,2016-05-26,3.15
545,신규,도매 및 소매업,중기업,신보,K5,2016-05-26,3.15
546,신규,제조업,중기업,신보,K5,2016-05-26,3.15
547,신규,도매 및 소매업,소기업,신보,K5,2016-05-26,3.15
548,차환,제조업,소기업,신보,K3,2016-05-26,3.23
549,차환,도매 및 소매업,소기업,신보,K3,2016-05-26,3.23
550,차환,제조업,소기업,신보,K3,2016-05-26,3.23
551,차환,제조업,중기업,신보,K3,2016-05-26,3.23
552,차환,제조업,중기업,신보,K3,2016-05-26,3.23
553,신규,제조업,소기업,신보,K4,2016-05-26,3.25
554,신규,제조업,소기업,신보,K5,2016-05-26,3.25
555,신규,제조업,소기업,신보,K4,2016-05-26,3.25
556,신규,제조업,소기업,신보,K5,2016-05-26,3.25
557,신규,도매 및 소매업,중기업,신보,K4,2016-05-26,3.25
558,신규,도매 및 소매업,소기업,신보,K5,2016-05-26,3.25
559,신규,제조업,소기업,신보,K5,2016-05-26,3.25
560,신규,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K5,2016-05-26,3.25
561,신규,제조업,소기업,신보,K5,2016-05-26,3.25
562,신규,제조업,중기업,신보,K5,2016-05-26,3.25
563,신규,도매 및 소매업,소기업,신보,K5,2016-05-26,3.25
564,신규,제조업,소기업,신보,K5,2016-05-26,3.25
565,신규,건설업,소기업,신보,K5,2016-05-26,3.25
566,신규,제조업,중기업,신보,K4,2016-05-26,3.25
567,차환,제조업,소기업,신보,K3,2016-05-26,3.33
568,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K3,2016-05-26,3.33
569,차환,도매 및 소매업,소기업,신보,K4,2016-05-26,3.33
570,차환,제조업,중기업,신보,K4,2016-05-26,3.33
571,차환,농업및 임업,중기업,신보,K4,2016-05-26,3.43
572,차환,제조업,소기업,신보,K3,2016-05-26,3.43
573,신규,제조업,소기업,신보,K5,2016-05-26,3.45
574,신규,도매 및 소매업,소기업,신보,K5,2016-05-26,3.45
575,신규,제조업,소기업,신보,K5,2016-05-26,3.45
576,신규,도매 및 소매업,소기업,신보,K5,2016-05-26,3.45
577,신규,도매 및 소매업,소기업,신보,K5,2016-05-26,3.45
578,차환,도매 및 소매업,중기업,신보,K4,2016-05-26,3.53
579,차환,도매 및 소매업,소기업,신보,K4,2016-05-26,3.53
580,차환,도매 및 소매업,중기업,신보,K4,2016-05-26,3.53
581,차환,도매 및 소매업,중기업,신보,K4,2016-05-26,3.53
582,차환,건설업,중견기업,신평사,BBB,2016-05-26,3.63
583,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K5,2016-05-26,3.63
584,차환,도매 및 소매업,중기업,신보,K5,2016-05-26,3.63
585,차환,제조업,소기업,신보,K5,2016-05-26,3.63
586,차환,도매 및 소매업,중기업,신보,K5,2016-05-26,3.63
587,신규,제조업,소기업,신보,SB2,2016-05-26,3.65
588,신규,제조업,중기업,신보,K6,2016-05-26,3.65
589,신규,도매 및 소매업,소기업,신보,K6,2016-05-26,3.65
590,신규,제조업,소기업,신보,K6,2016-05-26,3.65
591,신규,도매 및 소매업,중기업,신보,K6,2016-05-26,3.65
592,신규,제조업,소기업,신보,K6,2016-05-26,3.65
593,신규,제조업,소기업,신보,K6,2016-05-26,3.65
594,신규,육상 운송 및 파이프라인 운송업,소기업,신보,K6,2016-05-26,3.65
595,신규,제조업,소기업,신보,K6,2016-05-26,3.65
596,신규,건설업,중기업,신보,K6,2016-05-26,3.65
597,신규,제조업,소기업,신보,K6,2016-05-26,3.65
598,신규,도매 및 소매업,소기업,신보,K6,2016-05-26,3.65
599,신규,제조업,소기업,신보,K6,2016-05-26,3.65
600,신규,건설업,소기업,신보,K6,2016-05-26,3.65
601,차환,제조업,중기업,신보,K5,2016-05-26,3.73
602,차환,제조업,중기업,신보,K5,2016-05-26,3.73
603,차환,육상 운송 및 파이프라인 운송업,소기업,신보,K5,2016-05-26,3.73
604,차환,도매 및 소매업,중기업,신보,K6,2016-05-26,3.73
605,차환,제조업,중기업,신보,K6,2016-05-26,3.73
606,차환,도매 및 소매업,중기업,신보,K5,2016-05-26,3.73
607,차환,제조업,소기업,신보,K5,2016-05-26,3.73
608,차환,도매 및 소매업,소기업,신보,K6,2016-05-26,3.73
609,차환,제조업,중기업,신보,K5,2016-05-26,3.73
610,차환,제조업,중기업,신보,K5,2016-05-26,3.73
611,차환,제조업,중기업,신보,K5,2016-05-26,3.73
612,차환,도매 및 소매업,중기업,신보,K5,2016-05-26,3.73
613,차환,제조업,소기업,신보,K6,2016-05-26,3.73
614,차환,육상 운송 및 파이프라인 운송업,중견기업,신평사,BBB-,2016-05-26,3.83
615,차환,제조업,중기업,신보,K6,2016-05-26,3.83
616,차환,제조업,소기업,신보,K6,2016-05-26,3.83
617,차환,도매 및 소매업,중기업,신보,K6,2016-05-26,3.83
618,차환,건설업,중기업,신보,K6,2016-05-26,3.83
619,차환,도매 및 소매업,소기업,신보,K6,2016-05-26,3.83
620,차환,제조업,소기업,신보,K6,2016-05-26,3.83
621,신규,제조업,소기업,신보,K7,2016-05-26,3.85
622,신규,제조업,소기업,신보,K7,2016-05-26,3.85
623,신규,도매 및 소매업,중기업,신보,K7,2016-05-26,3.85
624,신규,도매 및 소매업,소기업,신보,K7,2016-05-26,3.85
625,신규,제조업,소기업,신보,K7,2016-05-26,3.85
626,신규,제조업,소기업,신보,K7,2016-05-26,3.85
627,신규,도매 및 소매업,중기업,신보,K7,2016-05-26,3.85
628,신규,건설업,중기업,신보,K7,2016-05-26,3.85
629,신규,제조업,소기업,신보,K7,2016-05-26,3.85
630,신규,제조업,소기업,신보,K7,2016-05-26,3.85
631,신규,제조업,소기업,신보,K7,2016-05-26,3.85
632,신규,제조업,소기업,신보,K7,2016-05-26,3.85
633,신규,건설업,소기업,신보,K7,2016-05-26,3.85
634,차환,제조업,소기업,신보,K6,2016-05-26,3.93
635,차환,제조업,중기업,신보,K6,2016-05-26,3.93
636,차환,제조업,소기업,신보,K6,2016-05-26,3.93
637,차환,도매 및 소매업,중기업,신보,K6,2016-05-26,3.93
638,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K6,2016-05-26,3.93
639,차환,제조업,소기업,신보,K7,2016-05-26,3.93
640,차환,도매 및 소매업,중기업,신보,K6,2016-05-26,3.93
641,차환,도매 및 소매업,소기업,신보,K6,2016-05-26,3.93
642,차환,도매 및 소매업,중기업,신보,K6,2016-05-26,3.93
643,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K6,2016-05-26,3.93
644,차환,육상 운송 및 파이프라인 운송업,중기업,신보,K6,2016-05-26,3.93
645,차환,도매 및 소매업,중기업,신보,K6,2016-05-26,3.93
646,차환,제조업,소기업,신보,K6,2016-05-26,3.93
647,차환,제조업,소기업,신보,K6,2016-05-26,3.93
648,차환,제조업,소기업,신보,K6,2016-05-26,3.93
649,차환,도매 및 소매업,소기업,신보,K7,2016-05-26,4.03
650,차환,도매 및 소매업,중기업,신보,K7,2016-05-26,4.03
651,차환,제조업,중기업,신보,K7,2016-05-26,4.03
652,차환,도매 및 소매업,소기업,신보,K7,2016-05-26,4.03
653,차환,건설업,소기업,신보,K7,2016-05-26,4.03
654,차환,제조업,중기업,신보,K6,2016-05-26,4.03
655,신규,제조업,중기업,신보,K8,2016-05-26,4.05
656,신규,건설업,소기업,신보,K8,2016-05-26,4.05
657,신규,도매 및 소매업,중기업,신보,K8,2016-05-26,4.05
658,신규,제조업,소기업,신보,K8,2016-05-26,4.05
659,신규,도매 및 소매업,소기업,신보,K8,2016-05-26,4.05
660,신규,제조업,소기업,신보,K8,2016-05-26,4.05
661,차환,도매 및 소매업,소기업,신보,K7,2016-05-26,4.13
662,차환,건설업,중기업,신보,K7,2016-05-26,4.13
663,차환,건설업,소기업,신보,K7,2016-05-26,4.13
664,차환,도매 및 소매업,소기업,신보,K7,2016-05-26,4.13
665,차환,제조업,중기업,신보,K7,2016-05-26,4.13
666,차환,보건업,중기업,신보,K7,2016-05-26,4.13
667,차환,도매 및 소매업,중기업,신보,K7,2016-05-26,4.13
668,차환,제조업,소기업,신보,K7,2016-05-26,4.13
669,차환,제조업,중기업,신보,K7,2016-05-26,4.13
670,차환,도매 및 소매업,소기업,신보,K7,2016-05-26,4.13
671,차환,도매 및 소매업,중기업,신보,K7,2016-05-26,4.13
672,차환,제조업,중기업,신보,K7,2016-05-26,4.13
673,차환,제조업,소기업,신보,K8,2016-05-26,4.13
674,차환,도매 및 소매업,중기업,신보,K7,2016-05-26,4.13
675,차환,제조업,소기업,신보,K8,2016-05-26,4.23
676,차환,제조업,소기업,신보,K7,2016-05-26,4.23
677,차환,제조업,소기업,신보,K8,2016-05-26,4.23
678,차환,정보처리 및 기타 컴퓨터 운영 관련업,중기업,신보,K7,2016-05-26,4.23
679,차환,도매 및 소매업,중기업,신보,K8,2016-05-26,4.23
680,차환,건설업,소기업,신보,K8,2016-05-26,4.23
681,차환,제조업,중기업,신평사,BB-,2016-05-26,4.23
682,차환,제조업,중견기업,신평사,BB+,2016-05-26,4.33
683,차환,건설업,중견기업,신평사,BB+,2016-05-26,4.33
684,차환,건설업,중견기업,신평사,BB+,2016-05-26,4.33
685,차환,제조업,중기업,신보,K8,2016-05-26,4.33
686,차환,도매 및 소매업,중기업,신보,K8,2016-05-26,4.33
687,차환,제조업,중기업,신보,K8,2016-05-26,4.33
688,차환,제조업,소기업,신보,K8,2016-05-26,4.33
689,차환,건설업,중견기업,신평사,BB+,2016-05-26,4.33
690,차환,제조업,중기업,신보,K8,2016-05-26,4.33
691,차환,제조업,중견기업,신평사,BB+,2016-05-26,4.33
692,차환,제조업,중기업,신보,K8,2016-05-26,4.33
693,차환,도매 및 소매업,중기업,신보,K8,2016-05-26,4.33
